20.97273718,-17.19124629
9.682052064,-4.058233306
125.3476982,5.077077977
-17.95506573,-5.589031075
-15.68515955,9.547440911
-14.226749,-13.24971401
20.26973256,-12.63752287
-33.22236601,-0.82123046
-7.418226938,13.81806661
-14.53375159,-1.784050053
-4.811778347,-11.3801367
-12.92878348,-10.46005303
-19.9889312,2.789666417
-21.20356765,-1.137218207
4.41051376,-9.753154699
-7.977946202,8.428024716
-8.382572432,6.872596688
-17.19481303,-0.761280219
-5.45353996,10.1215472
37.58678208,18.88572498
-18.72356085,-6.604650681
24.48976103,9.213654035
-15.12248311,7.484433794
-1.066525003,11.39472503
16.13850245,4.29931363
-11.40909464,3.571922281
-10.68277774,-3.456787623
-9.334894822,-24.36879363
-10.71767711,0.831657142
-6.783914522,0.906211151
16.95909477,-1.030700118
-9.258109306,-4.415333658
-7.742487074,5.516560182
-12.06248863,-0.490525143
2.104356423,16.16250866
29.28730363,-9.769643979
-4.821147634,7.02720954
-8.274573123,-12.43177193
9.444024089,9.092508862
-4.952006655,5.533403818
9.538924457,-11.51581728
9.324284984,-1.883750239
-4.944722745,-2.873023516
-10.95005662,-1.86971937
-12.27465012,-3.14715891
-10.55617783,7.706861589
8.180129793,-18.77501551
-12.25601033,5.882059243
-14.13946316,-9.188600774
67.35958983,-5.541709978
8.67311993,-22.9944173
6.030381414,18.11566481
11.42513194,3.400101364
-15.47289647,2.870127217
-10.92925464,-24.16525244
-9.307429617,-1.954246335
-3.932746028,10.36060187
-22.84900457,1.07689714
-16.59898623,12.61697439
-11.22031639,-11.21959883
-11.56496321,-1.973856471
-10.85150677,-4.100187317
12.92932983,7.746476055
-2.477603772,-5.172549724
-8.813690557,1.530598419
-5.342810807,-3.052339999
-11.17636484,6.712910948
-21.07691565,-1.230018322
-9.949350405,-3.680914203
22.74640741,8.229987511
8.490194708,15.76405255
-8.618479151,8.330259486
-10.49661891,1.907902806
-15.74478682,-8.031509717
22.70416827,-13.62764631
-9.057011246,-1.21326759
-13.27981845,-5.351952552
0.075524308,16.3221748
-15.3889803,-23.05830919
-13.18327525,4.397731611
2.707235609,-16.95188619
-2.02527616,2.229039874
-12.69472416,11.07282039
-8.094525607,-0.006163829
-22.61581352,1.971916741
-11.62205865,-0.114853722
-22.2540641,0.823829965
-0.147907527,-8.140372545
-3.339761518,-21.70515416
7.172408225,4.991200064
-7.837679704,11.18091869
-0.600179752,-14.74712078
20.79074366,9.949138889
-14.25662444,-0.409132943
-7.259950106,-4.219093823
7.536080423,-12.79678661
-1.932121287,0.692143572
-17.55723473,15.46914806
1.393105338,3.671214915
-3.832534088,-6.346086344
-10.02617451,-20.079614
